description,category,service_id,service_name
العربيه في رج وانا عند الفرامل,brakes,3,إصلاح الفرامل
محتاج مساعدة، العجل الأمامية بتعمل صوت,tires,4,تغيير إطارات
عندي مشكلة: لمبة الشيك اينجن ولعت,engine,11,فحص المحرك الإلكتروني
العربيه بترعش وهي لسه بارده، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية بتنتش لما ادوس بنزين فجأة,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، الموتور بيرج لما يشتغل تحت حمل,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية بتهتز لما اشغلها وهي باردة,engine,11,فحص المحرك الإلكتروني
العربية بتهز لما اعدي الـ90,alignment_balancing,5,ضبط الزوايا والتوازن
الموتور بيعيط في الطلعه,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الدركسيون فيه تزييق,steering,7,إصلاح نظام التوجيه
عندي مشكلة: الهوا بتاع المكيف سخن,ac,9,فحص وإصلاح المكيف
محتاج مساعدة، في رج في الموتور لما يشتغل بارد,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربيه بتطفى مني فجأه في الزحمه,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية بترج وانا دايس فرامل,brakes,3,إصلاح الفرامل
بتتهز بفرمل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
العربيه بتتهز لما بدوس فرامل,brakes,3,إصلاح الفرامل
السحب ضعيف، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الفرامل بتعمل رجة لما تفرمل فجأة,brakes,3,إصلاح الفرامل
العربية بتتحرك بسلاسة أقل، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية بتقفل وأنا بسوق,engine,11,فحص المحرك الإلكتروني
العربية بتهز شايل فرامل,brakes,3,إصلاح الفرامل
العربيه بتخبط علي الأوتوستراد,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: الفرامل عاملة صوت زعيق,brakes,3,إصلاح الفرامل
في رعشة في العجلة لما امشي بسرعة، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: العربية بتطفى فجأة من غير سبب,engine,11,فحص المحرك الإلكتروني
المكيف بيطلع ريحة عفن، ممكن تساعدني؟,ac,9,فحص وإصلاح المكيف
بحس بدبدبة تحت العربية في طريق مكسر، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
عندي مشكلة: الموتور مش بيسحب زي الأول,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية صوتها ضجة,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، في نتش لما انقل من جيرة لتانية,transmission,8,إصلاح ناقل الحركة
العربيه بتتهبد من قدام,suspension,6,إصلاح نظام التعليق
العربيه بتهز في شارع مكسر,suspension,6,إصلاح نظام التعليق
في ريحة مش كويسة طالعة من العربية، ممكن تساعدني؟,exhaust,12,إصلاح نظام العادم
عندي مشكلة: العربيه تقيله في السحب,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربيه بتنتش لما اضغط البنزين,engine,11,فحص المحرك الإلكتروني
بيدال الفرامل بيروح للأرض,brakes,3,إصلاح الفرامل
العربية بتاعتي، العربية بتبطل وأنا واقف,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، الجيرات بتنقل بصعوبة,transmission,8,إصلاح ناقل الحركة
عندي مشكلة: في تزييق في الدركسيون,steering,7,إصلاح نظام التوجيه
الموتور صوته بيعلى في الطلعة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
بتهز لما بدوس فرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، الموتور بيعمل صوت غريب على سرعة بطيئة,engine,11,فحص المحرك الإلكتروني
العربية بتهتز لما اشغلها وهي باردة,engine,11,فحص المحرك الإلكتروني
العربية بترج لما اشغلها وهي باردة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
بترتعش لما فرملت,brakes,3,إصلاح الفرامل
العربية بترعش لما امشي بسرعة، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
العربيه بترزع على المطبات,suspension,6,إصلاح نظام التعليق
عندي مشكلة: في ريحه محروقه من العربيه,exhaust,12,إصلاح نظام العادم
العربية بتاعتي، المقود بيرعش بعد الثمانين,alignment_balancing,5,ضبط الزوايا والتوازن
زيت الدركسيون نزل,steering,7,إصلاح نظام التوجيه
محتاج مساعدة، الكاوتش بتاع التعليق خربان,suspension,6,إصلاح نظام التعليق
العربية مش مرتاحة في الجري، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عايز أعمل بنشر,tires,4,تغيير إطارات
محتاج مساعدة، العربية ماشية مش على طول,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: احتكاك بيزيد مع السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، العربية بتبقى تقيلة أول ما اتحرك بيها,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الفرامل بتعمل صوت زعيق,brakes,3,إصلاح الفرامل
عندي مشكلة: الدركسيون بقى تقيل وأنا بلف,steering,7,إصلاح نظام التوجيه
العربية بتهز وانا الفرملة,brakes,3,إصلاح الفرامل
الموتور بيرج لما اشغله وهو بارد، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية مش مستقرة في الملفات,alignment_balancing,5,ضبط الزوايا والتوازن
العربيه في رج وانا شايل فرامل,brakes,3,إصلاح الفرامل
عندي مشكلة: الإطار انفجر,tires,4,تغيير إطارات
العربية بتاعتي، العربية بتوقف فجأة وأنا ماشي,engine,11,فحص المحرك الإلكتروني
الموتور صوته عالي والعربية على السلانسية,engine,11,فحص المحرك الإلكتروني
العربيه صعبه الاقلاع، ممكن تساعدني؟,starting,13,إصلاح مشاكل التشغيل
محتاج مساعدة، العربية بتهز لما اعدي 120,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، الكاوتش خربان,tires,4,تغيير إطارات
عندي مشكلة: في رج عند الفرامل,brakes,3,إصلاح الفرامل
الموتور بيعمل دوشة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتتعب لما ادوس بنزين,engine,11,فحص المحرك الإلكتروني
بتكتم لما اطلع مطلع,engine,11,فحص المحرك الإلكتروني
في صوت طقطقة لما الف الدركسيون للآخر، ممكن تساعدني؟,steering,7,إصلاح نظام التوجيه
عندي مشكلة: في اهتزاز في الموتور في الطلعة,engine,11,فحص المحرك الإلكتروني
الكاوتش فيه مسمار,tires,4,تغيير إطارات
العربيه ماشيه كويس بس صوتها بقى اعلى، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: في رج لما بدوس فرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، العربيه بتعمل زنه مستمره,tires,4,تغيير إطارات
العربية بتاعتي، العربية مش ناعمة في السواقة,engine,11,فحص المحرك الإلكتروني
ريحة احتراق من العربية,exhaust,12,إصلاح نظام العادم
في طقطقه خفيفه، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
العربيه بتنهج في الطلعه,engine,11,فحص المحرك الإلكتروني
